1 8.52655475 7.68300325 2.0497205
2 2.13439575 2.22677125 8.800389
4 7.1104085 1.6185285 2.06608075
8 1.87298125 8.04137125 6.632962
16 1.273904 7.63814125 9.9135285
32 1.21535225 1.20318375 1.36451125
64 2.77630675 8.05369275 1.78158025
