RUsi7,shared,128,16,0.027648
RUsi7,shared,128,16,4.5952
RUsi7,shared,128,32,2.26918
RUsi7,shared,128,32,0.031744
RUsi7,shared,128,32,0.031744
RUsi7,shared,128,32,0.034816
RUsi7,shared,128,32,0.054272
RUsi7,shared,128,32,0.031744
RUsi7,shared,128,32,2.42688
RUsi7,shared,128,32,4.74509
RUsi7,shared,128,64,53.712
RUsi7,shared,128,64,0.03888
RUsi7,shared,128,64,0.037504
RUsi7,shared,128,64,4.70893
RUsi7,shared,128,64,1.07338
RUsi7,shared,128,64,0.039456
RUsi7,shared,128,64,0.038432
RUsi7,shared,128,64,4.78096
RUsi7,register,128,1,0.027648
RUsi7,register,128,1,0.02416
RUsi7,register,128,1,4.60192
RUsi7,register,128,1,2.36442
RUsi7,register,128,1,0.028864
RUsi7,register,128,1,4.62166
RUsi7,register,128,1,0.023552
RUsi7,register,128,1,4.70554
RUsi7,register,128,2,4.75235
RUsi7,register,128,2,4.7023
RUsi7,register,128,2,0.042464
RUsi7,register,128,2,51.7565
RUsi7,register,128,2,0.027648
RUsi7,register,128,2,4.59926
RUsi7,register,128,2,4.49699
RUsi7,register,128,2,0.0256
RUsi7,register,128,4,0.162816
RUsi7,register,128,4,0.024576
RUsi7,register,128,4,4.58781
RUsi7,register,128,4,2.38592
RUsi7,register,128,4,0.024576
RUsi7,register,128,4,4.59917
RUsi7,register,128,4,4.59725
RUsi7,register,128,4,0.146528
RUsi7,register,128,8,0.022528
RUsi7,register,128,8,0.023552
RUsi7,register,128,8,4.74544
RUsi7,register,128,8,0.024576
RUsi7,register,128,8,0.021504
RUsi7,register,128,8,0.024416
RUsi7,register,128,8,48.0532
RUsi7,register,128,8,0.14848
RUsi7,register,128,16,4.61101
RUsi7,register,128,16,4.66096
RUsi7,register,128,16,0.024576
RUsi7,register,128,16,55.9795
RUsi7,register,128,16,4.59843
RUsi7,register,128,16,4.71862
RUsi7,register,128,16,4.69158
RUsi7,register,128,16,0.023552
RUsi7,register,128,32,0.023552
RUsi7,register,128,32,4.49302
RUsi7,register,128,32,0.026624
RUsi7,register,128,32,1.67197
RUsi7,register,128,32,0.024576
RUsi7,register,128,32,0.028672
RUsi7,register,128,32,0.024576
RUsi7,register,128,32,4.6231
RUsi7,register,128,64,0.024384
RUsi7,register,128,64,0.025312
RUsi7,register,128,64,4.59152
RUsi7,register,128,64,0.026112
RUsi7,register,128,64,0.025984
RUsi7,register,128,64,4.73811
RUsi7,register,128,64,4.6961
RUsi7,register,128,64,0.12512
