RUsi7,global,128,1,4.75478
RUsi7,global,128,1,0.027648
RUsi7,global,128,1,0.026176
RUsi7,global,128,1,54.9975
RUsi7,global,128,1,0.026624
RUsi7,global,128,1,0.0256
RUsi7,global,128,1,3.65565
RUsi7,global,128,1,4.69846
RUsi7,global,128,2,4.60182
RUsi7,global,128,2,0.027648
RUsi7,global,128,2,0.024576
RUsi7,global,128,2,2.41254
RUsi7,global,128,2,4.66554
RUsi7,global,128,2,0.0256
RUsi7,global,128,2,4.73389
RUsi7,global,128,2,0.583552
RUsi7,global,128,4,0.024576
RUsi7,global,128,4,0.0256
RUsi7,global,128,4,0.0256
RUsi7,global,128,4,4.59334
RUsi7,global,128,4,0.023552
RUsi7,global,128,4,0.0256
RUsi7,global,128,4,52.1394
RUsi7,global,128,4,0.0256
RUsi7,global,128,8,4.75626
RUsi7,global,128,8,0.650208
RUsi7,global,128,8,0.026624
RUsi7,global,128,8,4.74397
RUsi7,global,128,8,0.0256
RUsi7,global,128,8,0.0256
RUsi7,global,128,8,4.72794
RUsi7,global,128,8,0.027648
RUsi7,global,128,16,4.71795
RUsi7,global,128,16,0.34528
RUsi7,global,128,16,0.03072
RUsi7,global,128,16,0.027648
RUsi7,global,128,16,0.16896
RUsi7,global,128,16,0.1312
RUsi7,global,128,16,4.74285
RUsi7,global,128,16,0.026624
RUsi7,global,128,32,0.032768
RUsi7,global,128,32,0.172032
RUsi7,global,128,32,0.031744
RUsi7,global,128,32,0.032768
RUsi7,global,128,32,4.68413
RUsi7,global,128,32,4.70384
RUsi7,global,128,32,0.031744
RUsi7,global,128,32,0.033792
RUsi7,global,128,64,0.060288
RUsi7,global,128,64,4.71318
RUsi7,global,128,64,0.044704
RUsi7,global,128,64,4.71427
RUsi7,global,128,64,0.041472
RUsi7,global,128,64,4.03309
RUsi7,global,128,64,3.79075
RUsi7,global,128,64,4.8127
RUsi7,shared,128,1,1.45078
RUsi7,shared,128,1,0.147808
RUsi7,shared,128,1,2.36749
RUsi7,shared,128,1,0.026624
RUsi7,shared,128,1,2.26304
RUsi7,shared,128,1,4.69242
RUsi7,shared,128,1,49.9702
RUsi7,shared,128,1,0.545664
RUsi7,shared,128,2,0.0256
RUsi7,shared,128,2,3.65648
RUsi7,shared,128,2,4.71744
RUsi7,shared,128,2,4.59766
RUsi7,shared,128,2,0.026624
RUsi7,shared,128,2,0.024576
RUsi7,shared,128,2,4.74019
RUsi7,shared,128,2,0.0256
RUsi7,shared,128,4,0.765504
RUsi7,shared,128,4,0.024576
RUsi7,shared,128,4,2.58458
RUsi7,shared,128,4,4.7936
RUsi7,shared,128,4,2.36339
RUsi7,shared,128,4,0.024576
RUsi7,shared,128,4,0.029632
RUsi7,shared,128,4,2.36237
RUsi7,shared,128,8,4.69795
RUsi7,shared,128,8,0.026624
RUsi7,shared,128,8,2.36237
RUsi7,shared,128,8,0.0256
RUsi7,shared,128,8,0.0256
RUsi7,shared,128,8,4.66125
RUsi7,shared,128,8,52.507
RUsi7,shared,128,8,0.024576
RUsi7,shared,128,16,50.8194
RUsi7,shared,128,16,4.64797
RUsi7,shared,128,16,0.026624
RUsi7,shared,128,16,0.794752
RUsi7,shared,128,16,0.166912
RUsi7,shared,128,16,0.026624
